sp,gen,fam,Growth_Rings,Vessel_porosity,Vessel_arangement,Perforation_plates,Intervessel_pits_arregement,Mean_tangential_diameter_of_vessel_lumina,Septa_in_fibers,Fibre_wall_thickness,Parenchyma_Paratracheal,Type_of_parenchyma_banding,Ray_width,Rays_cellular_composition,TropicalHumid,TropicalDry,TropicalGrasslands,Mangrove,Biome,predicted_biome,bioma_final
Serjania atrolineata,Serjania,SAPINDACEAE,1,2,3,0,2,2,1,1,1,5,0,1,0.561403509,0.245614035,0.035087719,0.0,TropicalHumid,TropicalHumid,
Serjania corrugata,Serjania,SAPINDACEAE,1,2,1,0,2,2,1,1,0,1,0,5,1.0,0.0,0.0,0.0,TropicalHumid,TropicalHumid,Tropical dry forest
Serjania lethalis,Serjania,SAPINDACEAE,1,2,3,0,2,2,1,1,1,1,2,4,0.333333333,0.087926509,0.400262467,0.0,TropicalHumid,,Tropical dry forest
Sextonia rubra,Sextonia,LAURACEAE,1,2,3,0,2,2,0,1,1,5,1,5,0.981481481,0.0,0.012345679,0.00617284,TropicalHumid,TropicalHumid,Tropical humid forest
Sideroxylon foetidissimum,Sideroxylon,SAPOTACEAE,1,2,3,0,2,3,0,1,1,5,1,2,0.720496894,0.149068323,0.0,0.043478261,TropicalHumid,TropicalHumid,Tropical dry forest
Sideroxylon salicifolium,Sideroxylon,SAPOTACEAE,0,0,1,0,2,1,1,2,0,1,2,2,0.637393768,0.220963173,0.0,0.014164306,TropicalHumid,TropicalHumid,Tropical dry forest
Sideroxylon stevensonii,Sideroxylon,SAPOTACEAE,1,2,2,0,2,1,1,2,0,1,1,2,1.0,0.0,0.0,0.0,TropicalHumid,TropicalHumid,Tropical humid forest
Simaba cedron,Simaba,SIMAROUBACEAE,1,2,1,0,2,1,1,2,0,1,1,4,0.890410959,0.0,0.095890411,0.006849315,TropicalHumid,TropicalHumid,
Simaba orinocensis,Simaba,SIMAROUBACEAE,1,2,1,0,2,2,1,2,0,1,1,4,0.862433862,0.0,0.137566138,0.0,TropicalHumid,TropicalHumid,Tropical humid forest
Simarouba amara,Simarouba,SIMAROUBACEAE,0,2,3,0,2,2,1,1,1,4,2,0,0.675958188,0.095238095,0.092334495,0.021486643,TropicalHumid,TropicalHumid,
Simarouba glauca,Simarouba,SIMAROUBACEAE,1,2,3,0,2,2,1,1,1,0,2,0,0.369047619,0.369047619,0.0,0.005952381,TropicalHumid,,
Simarouba versicolor,Simarouba,SIMAROUBACEAE,1,2,3,0,2,3,1,0,1,1,1,0,0.167101828,0.041775457,0.621409922,0.0,TropicalGrasslands,TropicalHumid,Tropical dry forest
Simira maxonii,Simira,RUBIACEAE,1,2,3,0,2,3,1,1,1,1,2,0,0.938461538,0.007692308,0.0,0.015384615,TropicalHumid,TropicalHumid,Tropical humid forest
Simira rubescens,Simira,RUBIACEAE,1,2,3,0,2,2,1,1,1,0,2,0,0.732193732,0.082621083,0.170940171,0.0,TropicalHumid,TropicalHumid,Tropical humid forest
Simira tinctoria,Simira,RUBIACEAE,1,2,3,0,2,1,0,1,0,5,2,4,0.933333333,0.066666667,0.0,0.0,TropicalHumid,TropicalHumid,Tropical humid forest
Siparuna bifida,Siparuna,SIPARUNACEAE,1,2,3,0,2,0,0,1,0,5,2,3,0.883561644,0.010273973,0.102739726,0.0,TropicalHumid,TropicalHumid,Tropical humid forest
Siparuna brasiliensis,Siparuna,SIPARUNACEAE,1,2,3,0,2,1,0,2,0,5,1,4,0.84148728,0.0,0.15851272,0.0,TropicalHumid,TropicalHumid,
Siparuna decipiens,Siparuna,SIPARUNACEAE,1,2,3,0,2,1,1,2,1,5,1,4,0.991515837,0.001131222,0.00678733,0.0,TropicalHumid,TropicalHumid,Tropical humid forest
Siparuna poeppigii,Siparuna,SIPARUNACEAE,1,2,3,1,2,2,1,2,0,5,2,4,0.867924528,0.0,0.122641509,0.009433962,TropicalHumid,TropicalHumid,Tropical humid forest
Siparuna reginae,Siparuna,SIPARUNACEAE,1,2,3,2,2,1,1,2,0,5,2,4,0.955555556,0.0,0.044444444,0.0,TropicalHumid,TropicalHumid,Tropical humid forest
Sloanea grandiflora,Sloanea,ELAEOCARPACEAE,1,2,3,0,2,1,1,2,0,5,1,4,0.930232558,0.0,0.052325581,0.011627907,TropicalHumid,TropicalHumid,Tropical humid forest
Sloanea guianensis,Sloanea,ELAEOCARPACEAE,1,2,3,0,2,1,1,2,1,5,2,3,0.860344828,0.013793103,0.088793103,0.014655172,TropicalHumid,TropicalHumid,Tropical humid forest
Sloanea hirsuta,Sloanea,ELAEOCARPACEAE,1,2,3,0,2,2,1,2,0,4,2,4,0.927631579,0.0,0.059210526,0.006578947,TropicalHumid,TropicalHumid,
Sloanea laurifolia,Sloanea,ELAEOCARPACEAE,0,2,3,2,2,2,1,1,1,4,2,3,0.933333333,0.0,0.044444444,0.0,TropicalHumid,TropicalHumid,Tropical humid forest
Sloanea medusula,Sloanea,ELAEOCARPACEAE,0,2,3,0,2,1,0,1,1,5,2,2,0.87962963,0.0,0.0,0.027777778,TropicalHumid,TropicalHumid,Tropical humid forest
Solanum acropterum,Solanum,SOLANACEAE,1,2,3,0,2,2,1,1,0,4,2,4,1.0,0.0,0.0,0.0,TropicalHumid,TropicalHumid,Tropical humid forest
Solanum paludosum,Solanum,SOLANACEAE,0,2,1,0,2,1,1,1,1,4,1,2,0.720812183,0.001692047,0.021996616,0.089678511,TropicalHumid,TropicalHumid,
Solanum vanheurckii,Solanum,SOLANACEAE,1,2,1,0,2,0,1,1,0,5,0,1,1.0,0.0,0.0,0.0,TropicalHumid,TropicalHumid,Tropical humid forest
Solenophora calycosa,Solenophora,GESNERIACEAE,1,2,3,0,2,2,1,1,1,5,0,0,0.983766234,0.0,0.0,0.0,TropicalHumid,TropicalHumid,
Sorocea muriculata,Sorocea,MORACEAE,1,2,3,0,2,0,1,1,0,5,1,4,0.962962963,0.005291005,0.031746032,0.0,TropicalHumid,TropicalHumid,Tropical humid forest
Souroubea guianensis,Souroubea,MARCGRAVIACEAE,1,2,3,0,2,1,1,2,1,0,1,4,0.915742794,0.00443459,0.064301552,0.00886918,TropicalHumid,TropicalHumid,
Spachea elegans,Spachea,MALPIGHIACEAE,1,2,3,0,2,2,1,1,1,1,2,2,0.848484848,0.0,0.151515152,0.0,TropicalHumid,TropicalHumid,
Sparattosperma leucanthum,Sparattosperma,BIGNONIACEAE,1,2,3,0,2,2,0,1,1,5,2,3,0.789873418,0.098734177,0.058227848,0.010126582,TropicalHumid,TropicalHumid,
Spigelia anthelmia,Spigelia,LOGANIACEAE,0,2,1,0,2,1,1,1,1,3,1,2,0.578358209,0.175373134,0.031094527,0.064676617,TropicalHumid,TropicalHumid,
Spondias mombin,Spondias,ANACARDIACEAE,1,2,3,2,2,0,1,0,0,5,0,1,0.584401709,0.200320513,0.078525641,0.030448718,TropicalHumid,TropicalHumid,
Spondias purpurea,Spondias,ANACARDIACEAE,1,2,3,0,2,2,0,1,1,5,2,3,0.258928571,0.544642857,0.00127551,0.015306122,TropicalDry,TropicalHumid,
Stenostomum acreanum,Stenostomum,RUBIACEAE,1,2,3,0,2,1,0,1,0,5,2,4,0.940860215,0.02688172,0.010752688,0.016129032,TropicalHumid,TropicalHumid,Tropical humid forest
Sterigmapetalum obovatum,Sterigmapetalum,RHIZOPHORACEAE,1,2,3,0,2,3,1,2,0,0,3,3,0.950310559,0.031055901,0.01863354,0.0,TropicalHumid,TropicalHumid,Tropical humid forest
Stizophyllum riparium,Stizophyllum,BIGNONIACEAE,1,2,3,1,1,2,1,2,1,5,1,3,0.866972477,0.087155963,0.013761468,0.009174312,TropicalHumid,TropicalHumid,Tropical humid forest
Streptosolen jamesonii,Streptosolen,SOLANACEAE,1,2,3,0,2,3,1,2,0,0,1,3,0.93877551,0.010204082,0.0,0.0,TropicalHumid,TropicalHumid,Tropical montane
Strychnos glabra,Strychnos,LOGANIACEAE,0,2,3,0,2,2,0,1,1,4,1,5,0.97826087,0.0,0.02173913,0.0,TropicalHumid,TropicalHumid,Tropical humid forest
Styloceras laurifolium,Styloceras,BUXACEAE,1,2,3,0,2,3,1,2,1,5,2,3,0.853333333,0.013333333,0.093333333,0.0,TropicalHumid,TropicalHumid,Tropical montane
Styrax argenteus,Styrax,STYRACACEAE,1,2,2,0,2,1,1,2,1,5,2,5,0.371134021,0.137457045,0.0,0.0,TropicalHumid,TropicalHumid,
Styrax camporum,Styrax,STYRACACEAE,1,2,3,1,1,1,1,1,0,5,1,3,0.246503497,0.062937063,0.582167832,0.0,TropicalGrasslands,TropicalHumid,Tropical dry forest
Styrax ferrugineus,Styrax,STYRACACEAE,0,2,3,2,2,1,1,1,1,5,1,4,0.165919283,0.056053812,0.775784753,0.0,TropicalGrasslands,TropicalGrasslands,
Styrax guyanensis,Styrax,STYRACACEAE,1,2,3,2,2,1,1,1,1,1,1,4,0.955555556,0.022222222,0.022222222,0.0,TropicalHumid,TropicalHumid,Tropical humid forest
Styrax martii,Styrax,STYRACACEAE,1,2,3,2,2,1,1,1,1,1,1,4,0.658536585,0.0,0.341463415,0.0,TropicalHumid,,Tropical humid forest
Symmeria paniculata,Symmeria,POLYGONACEAE,1,2,3,0,2,2,1,1,1,4,2,2,0.863013699,0.034246575,0.092465753,0.0,TropicalHumid,TropicalHumid,Tropical humid forest
Symphonia globulifera,Symphonia,CLUSIACEAE,0,2,3,0,2,2,1,1,1,4,2,2,0.9150061,0.008133388,0.025620171,0.021146808,TropicalHumid,TropicalHumid,Tropical humid forest
Symplocos celastrinea,Symplocos,SYMPLOCACEAE,1,2,3,0,2,1,0,1,1,5,2,0,0.762790698,0.018604651,0.204651163,0.004651163,TropicalHumid,TropicalHumid,
Symplocos glandulosomarginata,Symplocos,SYMPLOCACEAE,1,2,3,0,2,3,1,2,1,1,1,0,1.0,0.0,0.0,0.0,TropicalHumid,TropicalHumid,
Symplocos guianensis,Symplocos,SYMPLOCACEAE,1,2,3,1,2,0,1,1,1,5,2,3,0.797101449,0.007246377,0.123188406,0.072463768,TropicalHumid,TropicalHumid,Tropical humid forest
Symplocos martinicensis,Symplocos,SYMPLOCACEAE,0,2,3,1,0,1,1,1,1,5,2,2,0.5,0.0,0.0,0.0,TropicalHumid,TropicalHumid,
Symplocos nitidiflora,Symplocos,SYMPLOCACEAE,1,2,3,1,0,1,1,1,0,5,1,4,1.0,0.0,0.0,0.0,TropicalHumid,TropicalHumid,Tropical humid forest
Tabebuia cassinoides,Tabebuia,BIGNONIACEAE,1,2,3,0,2,2,1,1,1,5,1,4,0.870689655,0.0,0.017241379,0.094827586,TropicalHumid,TropicalHumid,
Tabebuia insignis,Tabebuia,BIGNONIACEAE,1,2,3,0,2,1,1,2,1,4,1,0,0.663865546,0.028011204,0.266106443,0.016806723,TropicalHumid,TropicalHumid,Tropical humid forest
Tabebuia orinocensis,Tabebuia,BIGNONIACEAE,1,2,3,0,2,1,1,1,1,3,1,0,0.025,0.0,0.975,0.0,TropicalGrasslands,TropicalHumid,Tropical humid forest
Tabebuia rosea,Tabebuia,BIGNONIACEAE,1,2,3,0,2,2,1,2,1,4,1,0,0.50737798,0.349602724,0.007945516,0.040862656,TropicalHumid,,
Tabebuia stenocalyx,Tabebuia,BIGNONIACEAE,1,2,3,0,2,1,1,1,1,4,0,0,0.721518987,0.0,0.037974684,0.088607595,TropicalHumid,TropicalHumid,Tropical dry forest
Tabernaemontana attenuata,Tabernaemontana,APOCYNACEAE,1,2,3,0,2,2,1,1,1,4,1,0,0.846153846,0.0,0.153846154,0.0,TropicalHumid,TropicalHumid,Tropical humid forest
Tabernaemontana catharinensis,Tabernaemontana,APOCYNACEAE,1,2,3,0,2,1,1,1,1,1,0,0,0.630480167,0.009394572,0.262004175,0.010438413,TropicalHumid,TropicalHumid,
Tabernaemontana citrifolia,Tabernaemontana,APOCYNACEAE,1,2,3,0,2,1,0,1,0,5,1,4,0.8125,0.020833333,0.0,0.041666667,TropicalHumid,TropicalHumid,
Tabernaemontana cymosa,Tabernaemontana,APOCYNACEAE,1,2,1,0,2,0,0,1,0,5,1,3,0.676579926,0.081784387,0.137546468,0.007434944,TropicalHumid,TropicalHumid,
Tabernaemontana laeta,Tabernaemontana,APOCYNACEAE,1,2,3,0,2,1,0,0,0,5,1,4,0.866666667,0.0,0.05,0.033333333,TropicalHumid,TropicalHumid,
Talisia esculenta,Talisia,SAPINDACEAE,1,2,1,0,2,1,0,1,0,5,1,4,0.3,0.223076923,0.202564103,0.015384615,TropicalHumid,TropicalHumid,Tropical dry forest
Talisia macrophylla,Talisia,SAPINDACEAE,1,2,1,0,2,0,0,1,0,5,2,4,0.993650794,0.003174603,0.0,0.003174603,TropicalHumid,TropicalHumid,Tropical humid forest
Talisia microphylla,Talisia,SAPINDACEAE,1,2,3,0,2,1,1,2,1,1,1,0,1.0,0.0,0.0,0.0,TropicalHumid,TropicalHumid,Tropical humid forest
Tanaecium pyramidatum,Tanaecium,BIGNONIACEAE,1,2,3,0,2,2,1,1,1,0,0,0,0.820097245,0.009724473,0.115072934,0.012965964,TropicalHumid,TropicalHumid,Tropical humid forest
Tapirira guianensis,Tapirira,ANACARDIACEAE,0,2,3,0,2,3,0,1,1,5,2,3,0.675372373,0.061824118,0.185676393,0.029177719,TropicalHumid,TropicalHumid,
Tapirira obtusa,Tapirira,ANACARDIACEAE,1,2,3,0,2,2,0,1,1,5,1,3,0.587108014,0.036585366,0.158536585,0.0,TropicalHumid,TropicalHumid,
Tapura capitulifera,Tapura,DICHAPETALACEAE,1,2,3,0,2,1,1,2,1,5,2,4,0.885714286,0.0,0.114285714,0.0,TropicalHumid,TropicalHumid,Tropical humid forest
Tapura guianensis,Tapura,DICHAPETALACEAE,1,2,3,0,2,1,1,2,1,5,1,4,0.980487805,0.0,0.014634146,0.004878049,TropicalHumid,TropicalHumid,Tropical humid forest
Tecoma stans,Tecoma,BIGNONIACEAE,0,2,3,0,2,1,0,1,1,5,1,1,0.234985893,0.311567916,0.028617493,0.020959291,TropicalDry,TropicalHumid,
Telitoxicum krukovii,Telitoxicum,MENISPERMACEAE,1,2,3,0,2,1,0,1,1,4,1,3,1.0,0.0,0.0,0.0,TropicalHumid,TropicalHumid,Tropical humid forest
Terminalia argentea,Terminalia,COMBRETACEAE,1,2,1,0,2,2,1,1,1,1,0,2,0.188870152,0.040472175,0.703204047,0.001686341,TropicalGrasslands,TropicalHumid,Tropical dry forest
Terminalia buceras,Terminalia,COMBRETACEAE,1,2,3,0,2,1,1,2,1,4,0,0,0.266666667,0.733333333,0.0,0.0,TropicalDry,TropicalHumid,Tropical dry forest
Terminalia dichotoma,Terminalia,COMBRETACEAE,0,2,3,0,2,1,1,2,1,5,1,0,0.979166667,0.0,0.0,0.010416667,TropicalHumid,TropicalHumid,Tropical humid forest
Terminalia glabrescens,Terminalia,COMBRETACEAE,1,2,3,0,2,2,1,1,1,5,0,0,0.270386266,0.0472103,0.463519313,0.004291845,TropicalGrasslands,TropicalHumid,Tropical dry forest
Terminalia guyanensis,Terminalia,COMBRETACEAE,1,2,3,0,2,1,0,1,1,5,0,1,0.888888889,0.0,0.111111111,0.0,TropicalHumid,TropicalHumid,Tropical humid forest
Terminalia oblonga,Terminalia,COMBRETACEAE,1,2,3,0,2,2,0,2,1,3,0,0,0.758122744,0.158844765,0.041516245,0.003610108,TropicalHumid,TropicalHumid,Tropical humid forest
Terminalia virens,Terminalia,COMBRETACEAE,1,2,3,0,2,2,1,2,1,4,0,0,0.85483871,0.0,0.14516129,0.0,TropicalHumid,TropicalHumid,Tropical humid forest
Ternstroemia brasiliensis,Ternstroemia,PENTAPHYLACACEAE,1,2,3,0,2,1,1,2,1,0,1,5,0.744186047,0.011627907,0.054263566,0.089147287,TropicalHumid,TropicalHumid,
Ternstroemia browniana,Ternstroemia,PENTAPHYLACACEAE,0,2,3,1,1,1,1,1,1,5,2,4,1.0,0.0,0.0,0.0,TropicalHumid,TropicalHumid,Tropical humid forest
Tetracera oblongata,Tetracera,DILLENIACEAE,1,2,3,0,2,2,1,1,1,0,1,3,0.907407407,0.0,0.092592593,0.0,TropicalHumid,TropicalHumid,Tropical humid forest
Tetragastris altissima,Tetragastris,BURSERACEAE,1,2,3,0,0,2,1,1,0,5,3,4,0.850917431,0.0,0.137614679,0.01146789,TropicalHumid,TropicalHumid,Tropical humid forest
Tetragastris balsamifera,Tetragastris,BURSERACEAE,1,2,3,0,2,2,0,1,1,5,1,3,0.666666667,0.0,0.0,0.0,TropicalHumid,TropicalHumid,
Tetragastris panamensis,Tetragastris,BURSERACEAE,1,2,3,0,2,2,0,2,1,5,1,3,0.994832041,0.000645995,0.004521964,0.0,TropicalHumid,TropicalHumid,Tropical humid forest
Tetrastylidium grandifolium,Tetrastylidium,OLACACEAE,1,2,3,0,2,1,0,2,1,5,1,2,0.938461538,0.0,0.023076923,0.023076923,TropicalHumid,TropicalHumid,
Tetrathylacium macrophyllum,Tetrathylacium,SALICACEAE,1,2,3,1,0,1,1,2,1,1,1,4,0.997101449,0.0,0.0,0.002898551,TropicalHumid,TropicalHumid,Tropical humid forest
Tetrorchidium rubrivenium,Tetrorchidium,EUPHORBIACEAE,1,2,3,0,2,1,1,1,1,5,0,5,0.866090713,0.034557235,0.075593952,0.010799136,TropicalHumid,TropicalHumid,
Theophrasta americana,Theophrasta,PRIMULACEAE,0,0,3,0,2,0,1,1,0,5,0,2,0.0,0.0,0.0,1.0,Mangrove,Mangrove,Tropical humid forest
Tibouchina aspera,Tibouchina,MELASTOMATACEAE,1,2,3,1,2,2,1,1,1,5,1,2,0.646511628,0.011627907,0.158139535,0.060465116,TropicalHumid,TropicalHumid,Tropical humid forest
Tibouchina estrellensis,Tibouchina,MELASTOMATACEAE,1,2,3,0,2,1,1,1,1,5,1,1,0.912087912,0.0,0.087912088,0.0,TropicalHumid,TropicalHumid,
Tibouchina francavillana,Tibouchina,MELASTOMATACEAE,0,2,3,0,2,2,1,1,1,5,2,5,0.831325301,0.024096386,0.012048193,0.0,TropicalHumid,TropicalHumid,Tropical dry forest
Tibouchina stenocarpa,Tibouchina,MELASTOMATACEAE,0,2,3,0,2,2,0,1,1,5,1,5,0.644444444,0.311111111,0.044444444,0.0,TropicalHumid,,Tropical dry forest
Ticodendron incognitum,Ticodendron,TICODENDRACEAE,1,2,3,0,2,1,0,1,0,5,1,1,0.975,0.0,0.0,0.0025,TropicalHumid,TropicalHumid,Tropical humid forest
Tocoyena formosa,Tocoyena,RUBIACEAE,1,2,3,0,2,1,0,1,1,0,0,1,0.197142857,0.053142857,0.430857143,0.016,TropicalGrasslands,TropicalHumid,Tropical dry forest
Tocoyena williamsii,Tocoyena,RUBIACEAE,1,2,3,0,2,0,1,1,0,5,1,4,0.968085106,0.031914894,0.0,0.0,TropicalHumid,TropicalHumid,Tropical humid forest
Tournefortia fuliginosa,Tournefortia,BORAGINACEAE,0,2,3,0,2,0,1,1,1,0,1,2,0.893617021,0.008510638,0.021276596,0.0,TropicalHumid,TropicalHumid,Tropical montane
Touroulia guianensis,Touroulia,OCHNACEAE,1,2,3,0,2,1,1,1,1,5,2,1,0.991735537,0.0,0.008264463,0.0,TropicalHumid,TropicalHumid,Tropical humid forest
Tovomita longifolia,Tovomita,CLUSIACEAE,1,2,1,0,2,2,1,2,1,5,2,4,0.945736434,0.0,0.007751938,0.007751938,TropicalHumid,TropicalHumid,Tropical humid forest
Tovomita umbellata,Tovomita,CLUSIACEAE,1,2,1,0,0,2,1,2,1,5,2,3,0.920903955,0.02259887,0.050847458,0.0,TropicalHumid,TropicalHumid,Tropical humid forest
Toxicodendron striatum,Toxicodendron,ANACARDIACEAE,0,0,3,0,2,2,1,1,1,4,2,2,0.865030675,0.036809816,0.052147239,0.003067485,TropicalHumid,TropicalHumid,
Trattinnickia burserifolia,Trattinnickia,BURSERACEAE,1,2,3,0,2,2,0,1,1,5,1,2,0.873134328,0.002487562,0.116915423,0.002487562,TropicalHumid,TropicalHumid,Tropical humid forest
Trattinnickia demerarae,Trattinnickia,BURSERACEAE,1,2,3,0,2,2,0,1,0,5,1,3,1.0,0.0,0.0,0.0,TropicalHumid,TropicalHumid,Tropical humid forest
Trema lamarckiana,Trema,CANNABACEAE,1,2,3,0,2,2,0,1,1,5,1,3,0.666666667,0.0,0.0,0.0,TropicalHumid,TropicalHumid,Tropical humid forest
Trema micrantha,Trema,CANNABACEAE,1,2,3,0,2,2,1,1,1,5,2,2,0.659424226,0.100760456,0.102933188,0.014665942,TropicalHumid,TropicalHumid,
Trembleya parviflora,Trembleya,MELASTOMATACEAE,1,2,3,0,2,2,1,1,1,5,1,4,0.461200586,0.03806735,0.420204978,0.0,TropicalHumid,,
Trichilia elegans,Trichilia,MELIACEAE,1,2,3,0,2,2,0,1,1,5,1,4,0.707258548,0.097180564,0.152969406,0.0,TropicalHumid,TropicalHumid,
Trichilia martiana,Trichilia,MELIACEAE,1,2,3,0,2,2,0,1,1,1,0,0,0.577962578,0.242203742,0.013513514,0.007276507,TropicalHumid,TropicalHumid,
Trichilia maynasiana,Trichilia,MELIACEAE,1,2,3,0,2,2,1,1,1,2,0,0,1.0,0.0,0.0,0.0,TropicalHumid,TropicalHumid,Tropical humid forest
Trichilia pallida,Trichilia,MELIACEAE,1,2,3,0,2,1,1,2,1,4,0,3,0.791082344,0.038475369,0.150665228,0.006472492,TropicalHumid,TropicalHumid,Tropical humid forest
Trichilia quadrijuga,Trichilia,MELIACEAE,1,2,3,0,2,1,1,1,1,1,0,0,0.978453739,0.006337136,0.00887199,0.001267427,TropicalHumid,TropicalHumid,Tropical humid forest
Trichilia schomburgkii,Trichilia,MELIACEAE,1,2,3,0,2,2,1,2,1,1,0,3,0.918128655,0.029239766,0.046783626,0.005847953,TropicalHumid,TropicalHumid,Tropical humid forest
Triplaris americana,Triplaris,POLYGONACEAE,1,2,1,0,2,2,1,2,0,1,2,2,0.656587473,0.120950324,0.164146868,0.002159827,TropicalHumid,TropicalHumid,
Triplaris weigeltiana,Triplaris,POLYGONACEAE,1,2,3,0,2,2,0,1,1,5,1,0,0.92,0.016,0.024,0.04,TropicalHumid,TropicalHumid,Tropical humid forest
Trophis mexicana,Trophis,MORACEAE,1,2,3,0,2,2,1,1,1,3,1,2,0.812693498,0.068111455,0.0,0.001547988,TropicalHumid,TropicalHumid,Tropical humid forest
Trophis racemosa,Trophis,MORACEAE,1,2,3,0,2,2,1,1,1,0,2,4,0.676978417,0.153956835,0.027338129,0.023741007,TropicalHumid,TropicalHumid,
Trymatococcus amazonicus,Trymatococcus,MORACEAE,1,2,3,0,2,2,1,1,1,4,2,3,0.985074627,0.0,0.013059701,0.001865672,TropicalHumid,TropicalHumid,Tropical humid forest
Turpinia occidentalis,Turpinia,STAPHYLEACEAE,1,2,3,0,2,0,1,2,0,5,1,1,0.876310273,0.024633124,0.023584906,0.001048218,TropicalHumid,TropicalHumid,
Tyleria floribunda,Tyleria,OCHNACEAE,1,2,3,1,0,1,1,1,1,5,2,4,1.0,0.0,0.0,0.0,TropicalHumid,TropicalHumid,Tropical humid forest
Tynanthus cognatus,Tynanthus,BIGNONIACEAE,1,2,3,0,2,1,1,2,1,5,2,4,0.967391304,0.0,0.032608696,0.0,TropicalHumid,TropicalHumid,
Uncaria guianensis,Uncaria,RUBIACEAE,0,2,3,0,2,2,1,1,1,4,2,0,0.758017493,0.158892128,0.072886297,0.001457726,TropicalHumid,TropicalHumid,Tropical humid forest
Unonopsis glaucopetala,Unonopsis,ANNONACEAE,1,2,3,0,2,2,1,1,1,5,2,4,0.946666667,0.0,0.026666667,0.026666667,TropicalHumid,TropicalHumid,Tropical humid forest
Unonopsis rufescens,Unonopsis,ANNONACEAE,0,2,3,0,2,2,1,1,1,1,2,0,0.986666667,0.0,0.0,0.013333333,TropicalHumid,TropicalHumid,Tropical humid forest
Vantanea parviflora,Vantanea,HUMIRIACEAE,1,2,3,1,2,2,1,2,1,5,1,4,1.0,0.0,0.0,0.0,TropicalHumid,TropicalHumid,Tropical humid forest
Viburnum stellatotomentosum,Viburnum,VIBURNACEAE,1,2,3,0,2,2,1,1,1,5,3,2,1.0,0.0,0.0,0.0,TropicalHumid,TropicalHumid,Tropical humid forest
Virola flexuosa,Virola,MYRISTICACEAE,1,2,3,0,2,1,0,1,1,5,1,3,0.978070175,0.00877193,0.00877193,0.004385965,TropicalHumid,TropicalHumid,Tropical humid forest
Virola koschnyi,Virola,MYRISTICACEAE,1,2,3,0,2,2,1,1,1,4,1,3,0.953168044,0.002754821,0.0,0.027548209,TropicalHumid,TropicalHumid,Tropical humid forest
Virola michelii,Virola,MYRISTICACEAE,1,2,3,0,2,2,1,1,1,4,1,2,1.0,0.0,0.0,0.0,TropicalHumid,TropicalHumid,Tropical humid forest
Vismia baccifera,Vismia,HYPERICACEAE,1,2,3,0,2,2,1,1,1,4,1,4,0.881455399,0.016431925,0.056338028,0.002347418,TropicalHumid,TropicalHumid,Tropical humid forest
Vismia cayennensis,Vismia,HYPERICACEAE,1,2,3,0,2,2,1,1,1,1,2,3,0.833587786,0.003053435,0.12519084,0.032061069,TropicalHumid,TropicalHumid,Tropical humid forest
Vismia latifolia,Vismia,HYPERICACEAE,1,2,1,0,2,2,1,1,0,2,1,4,1.0,0.0,0.0,0.0,TropicalHumid,TropicalHumid,Tropical humid forest
Vitex cymosa,Vitex,LAMIACEAE,1,2,1,0,2,2,1,1,0,1,1,3,0.608832808,0.151419558,0.116719243,0.0,TropicalHumid,TropicalHumid,
Vitex krukovii,Vitex,LAMIACEAE,0,2,3,0,2,2,0,1,1,5,1,2,1.0,0.0,0.0,0.0,TropicalHumid,TropicalHumid,Tropical humid forest
Vitex orinocensis,Vitex,LAMIACEAE,1,2,3,0,2,2,0,1,1,5,2,0,0.61878453,0.077348066,0.182320442,0.104972376,TropicalHumid,TropicalHumid,Tropical humid forest
Vitex stahelii,Vitex,LAMIACEAE,0,2,3,0,2,2,0,1,1,4,1,2,0.833333333,0.083333333,0.083333333,0.0,TropicalHumid,TropicalHumid,Tropical humid forest
Vochysia ferruginea,Vochysia,VOCHYSIACEAE,1,2,3,0,2,1,1,1,1,0,2,3,0.891768293,0.021341463,0.0625,0.015243902,TropicalHumid,TropicalHumid,Tropical humid forest
Vochysia guatemalensis,Vochysia,VOCHYSIACEAE,1,2,3,0,2,2,1,1,1,0,2,3,0.895752896,0.023166023,0.0,0.038610039,TropicalHumid,TropicalHumid,Tropical humid forest
Vochysia lanceolata,Vochysia,VOCHYSIACEAE,1,2,3,0,2,3,1,1,1,0,2,2,0.2,0.8,0.0,0.0,TropicalDry,TropicalHumid,Tropical dry forest
Vochysia rufa,Vochysia,VOCHYSIACEAE,1,2,3,0,2,2,1,2,1,5,2,4,0.14159292,0.044247788,0.81120944,0.0,TropicalGrasslands,TropicalHumid,
Vochysia tucanorum,Vochysia,VOCHYSIACEAE,1,2,3,0,2,3,1,1,1,1,2,3,0.38487208,0.020022247,0.493882091,0.0,TropicalHumid,,
Vochysia venezuelana,Vochysia,VOCHYSIACEAE,1,2,3,0,2,2,1,0,1,0,2,3,0.147058824,0.014705882,0.838235294,0.0,TropicalGrasslands,TropicalHumid,Tropical humid forest
Vouarana guianensis,Vouarana,SAPINDACEAE,0,2,3,0,2,2,1,1,1,5,0,2,0.986013986,0.0,0.013986014,0.0,TropicalHumid,TropicalHumid,Tropical humid forest
Warszewiczia coccinea,Warszewiczia,RUBIACEAE,1,2,3,0,2,1,0,1,0,5,2,4,0.92574601,0.022206801,0.047189452,0.0,TropicalHumid,TropicalHumid,Tropical humid forest
Wimmeria concolor,Wimmeria,CELASTRACEAE,0,2,3,0,2,1,0,1,1,1,1,3,0.534482759,0.081896552,0.0,0.012931034,TropicalHumid,TropicalHumid,
